casilla_id,distrito_fed_17,distrito_fed_12,distrito_loc_17,distrito_loc_12,are,seccion,casilla,tipo_seccion,pri_pvem,pan_na,prd,pt,mc,otros,total,ln,tamano_md,tamano_gd,region,casilla_ex,rural,ln_total
1701,5,6,6,6,6-68,1576,B-C,U,186,277,9,3,7,14,496,720,0,0,1,0,0,720
1702,5,6,6,6,6-67,1577,B-C,U,185,150,6,1,0,11,353,569,1,0,1,0,0,569
1703,5,6,6,6,6-67,1577,B-C,U,172,168,10,1,1,7,359,569,1,0,1,0,0,569
1704,11,6,6,6,6-67,1578,B-C,U,221,203,11,3,3,10,451,727,0,0,1,0,0,727
1705,11,6,6,6,6-67,1579,B-C,U,190,151,7,4,1,12,365,635,0,0,1,0,0,635
1706,11,6,6,6,6-67,1580,B-C,U,163,181,9,0,0,0,353,572,0,0,1,0,0,572
1707,11,6,21,6,6-41,1581,B-C,U,171,219,13,10,6,9,428,666,1,0,1,0,0,666
1708,11,6,21,6,6-41,1581,B-C,U,164,244,14,4,7,13,446,665,1,0,1,0,0,665
1709,11,6,21,6,6-47,1587,B-C,U,163,148,12,8,0,7,338,532,1,0,1,0,0,532
1710,11,6,21,6,6-47,1587,B-C,U,143,157,2,5,16,11,334,532,1,0,1,0,0,532
1711,11,6,21,6,6-48,1588,B-C,U,143,182,5,3,1,11,345,541,1,0,1,0,0,541
1712,11,6,21,6,6-48,1588,B-C,U,137,186,8,3,1,9,344,541,1,0,1,0,0,541
1713,11,6,21,6,6-48,1588,B-C,U,165,161,9,5,6,7,353,540,1,0,1,0,0,540
1714,11,6,21,6,6-48,1589,B-C,U,191,213,16,2,1,18,441,715,1,0,1,0,0,715
1715,11,6,21,6,6-48,1589,B-C,U,202,198,13,6,5,14,438,715,1,0,1,0,0,715
1716,11,6,21,6,6-54,1590,B-C,U,146,189,3,0,1,7,346,555,1,0,1,0,0,555
1717,11,6,21,6,6-54,1590,B-C,U,197,138,7,3,1,8,354,555,1,0,1,0,0,555
1718,11,6,21,6,6-54,1590,B-C,U,142,165,5,3,2,8,325,555,1,0,1,0,0,555
1719,11,6,6,6,6-50,1591,B-C,U,174,149,10,2,2,9,346,578,1,0,1,0,0,578
1720,11,6,6,6,6-50,1591,B-C,U,179,142,7,5,0,7,340,578,1,0,1,0,0,578
1721,11,6,6,6,6-50,1591,B-C,U,170,144,3,2,1,10,330,578,1,0,1,0,0,578
1722,11,6,6,6,6-50,1591,B-C,U,168,131,5,3,1,5,313,578,1,0,1,0,0,578
1723,11,6,6,6,6-52,1592,B-C,U,177,216,10,4,1,15,423,716,1,0,1,0,0,716
1724,11,6,6,6,6-52,1592,B-C,U,188,208,4,5,1,13,419,716,1,0,1,0,0,716
1725,11,6,6,6,6-70,1593,B-C,U,148,136,6,2,1,11,304,533,1,0,1,0,0,533
1726,11,6,6,6,6-70,1593,B-C,U,144,135,5,1,1,30,316,532,1,0,1,0,0,532
1727,11,6,6,6,6-70,1593,B-C,U,134,168,8,2,2,5,319,532,1,0,1,0,0,532
1728,11,6,6,6,6-70,1594,B-C,U,217,198,18,1,2,17,453,678,1,0,1,0,0,678
1729,11,6,6,6,6-70,1594,B-C,U,230,179,9,2,3,14,437,677,1,0,1,0,0,677
1730,11,6,6,6,6-72,1595,B-C,U,156,143,7,0,1,10,317,525,1,0,1,0,0,525
1731,11,6,6,6,6-72,1595,B-C,U,171,139,4,7,1,6,328,525,1,0,1,0,0,525
1732,11,6,6,6,6-72,1596,B-C,U,147,176,8,3,4,10,348,559,1,0,1,0,0,559
1733,11,6,6,6,6-72,1596,B-C,U,181,168,13,2,2,8,374,558,1,0,1,0,0,558
1734,11,6,6,6,6-73,1597,B-C,U,210,179,7,2,1,14,413,666,0,0,1,0,0,666
1735,11,6,6,6,6-68,1598,B-C,U,166,148,8,4,3,12,341,492,0,0,1,0,0,492
1736,11,6,6,6,6-68,1598,B-C,U,159,149,7,1,0,0,316,491,0,0,1,0,0,491
1737,11,6,6,6,6-74,1599,B-C,U,133,111,5,2,1,5,257,418,0,0,1,0,0,418
1738,11,6,6,6,6-74,1599,B-C,U,156,99,3,1,1,4,264,418,0,0,1,0,0,418
1739,11,6,6,6,6-76,1600,B-C,U,169,141,3,2,1,4,320,588,1,0,1,0,0,588
1740,11,6,6,6,6-76,1600,B-C,U,170,186,11,2,0,14,383,588,1,0,1,0,0,588
1741,11,6,6,6,6-76,1601,B-C,U,164,171,14,2,1,5,357,594,1,0,1,0,0,594
1742,11,6,6,6,6-76,1601,B-C,U,165,165,11,6,2,14,363,593,1,0,1,0,0,593
1743,11,6,6,6,6-76,1602,B-C,U,190,178,9,1,2,22,402,667,0,0,1,0,0,667
1744,11,6,6,6,6-75,1603,B-C,U,192,204,5,1,1,9,412,692,1,0,1,0,0,692
1745,11,6,6,6,6-75,1603,B-C,U,202,183,5,3,3,14,410,692,1,0,1,0,0,692
1746,11,6,6,6,6-75,1604,B-C,U,197,244,5,4,3,10,463,703,1,0,1,0,0,703
1747,11,6,6,6,6-75,1604,B-C,U,220,212,6,2,1,9,450,702,1,0,1,0,0,702
1748,11,6,6,6,6-75,1604,B-C,U,213,211,17,4,4,13,462,702,1,0,1,0,0,702
1749,11,6,6,6,6-75,1604,B-C,U,214,208,9,8,4,6,449,702,1,0,1,0,0,702
1750,11,6,6,6,6-74,1605,B-C,U,196,138,3,2,4,9,352,568,1,0,1,0,0,568
1751,11,6,6,6,6-74,1605,B-C,U,183,135,7,7,0,7,339,568,1,0,1,0,0,568
1752,11,6,6,6,6-73,1606,B-C,U,172,139,4,1,3,10,329,525,1,0,1,0,0,525
1753,11,6,6,6,6-73,1606,B-C,U,178,137,11,0,0,1,327,524,1,0,1,0,0,524
1754,11,6,6,6,6-73,1607,B-C,U,215,205,7,2,0,7,436,667,0,0,1,0,0,667
1755,11,6,6,6,6-72,1608,B-C,U,165,164,3,5,0,2,339,546,1,0,1,0,0,546
1756,11,6,6,6,6-72,1608,B-C,U,182,150,8,3,7,10,360,545,1,0,1,0,0,545
1757,11,6,6,6,6-72,1609,B-C,U,195,187,4,5,4,8,403,658,1,0,1,0,0,658
1758,11,6,6,6,6-72,1609,B-C,U,181,203,4,3,0,9,400,658,1,0,1,0,0,658
1759,11,6,6,6,6-70,1610,B-C,U,188,158,6,3,0,12,367,586,1,0,1,0,0,586
1760,11,6,6,6,6-70,1610,B-C,U,180,149,4,2,0,17,352,586,1,0,1,0,0,586
1761,11,6,6,6,6-52,1611,B-C,U,227,127,7,5,3,10,379,616,1,0,1,0,0,616
1762,11,6,6,6,6-52,1611,B-C,U,214,122,11,6,3,8,364,615,1,0,1,0,0,615
1763,11,6,6,6,6-52,1611,B-C,U,216,136,8,2,0,9,371,615,1,0,1,0,0,615
1764,11,6,6,6,6-51,1612,B-C,U,170,127,4,3,1,10,315,544,1,0,1,0,0,544
1765,11,6,6,6,6-51,1612,B-C,U,195,115,10,2,1,11,334,544,1,0,1,0,0,544
1766,11,6,6,6,6-51,1612,B-C,U,196,125,3,0,0,14,338,544,1,0,1,0,0,544
1767,11,6,6,6,6-49,1613,B-C,U,233,219,13,6,6,15,492,739,1,0,1,0,0,739
1768,11,6,6,6,6-49,1613,B-C,U,211,219,14,3,1,15,463,739,1,0,1,0,0,739
1769,11,6,6,6,6-49,1613,B-C,U,216,239,6,4,1,8,474,739,1,0,1,0,0,739
1770,11,6,6,6,6-49,1613,B-C,U,223,227,10,1,1,13,475,739,1,0,1,0,0,739
1771,11,6,6,6,6-49,1613,B-C,U,223,233,9,5,3,13,486,739,1,0,1,0,0,739
1772,11,6,6,6,6-49,1613,B-C,U,248,229,13,3,1,14,508,738,1,0,1,0,0,738
1773,11,6,21,6,6-45,1614,B-C,U,173,251,12,1,3,9,449,726,0,1,1,0,0,726
1774,11,6,21,6,6-45,1614,B-C,U,205,223,19,2,0,9,458,726,0,1,1,0,0,726
1775,11,6,21,6,6-46,1614,B-C,U,201,240,18,5,3,14,481,725,0,1,1,0,0,725
1776,11,6,21,6,6-45,1614,B-C,U,189,264,15,0,4,9,481,726,0,1,1,0,0,726
1777,11,6,21,6,6-45,1614,B-C,U,208,224,10,3,5,5,455,726,0,1,1,0,0,726
1778,11,6,21,6,6-45,1614,B-C,U,191,245,12,4,7,11,470,726,0,1,1,0,0,726
1779,11,6,21,6,6-45,1614,B-C,U,199,248,14,2,2,12,477,726,0,1,1,0,0,726
1780,11,6,21,6,6-46,1614,B-C,U,200,254,12,2,1,14,483,725,0,1,1,0,0,725
1781,11,6,21,6,6-46,1614,B-C,U,173,252,19,7,4,11,466,725,0,1,1,0,0,725
1782,11,6,21,6,6-46,1614,B-C,U,183,252,12,3,3,8,461,725,0,1,1,0,0,725
1783,11,6,21,6,6-46,1614,B-C,U,200,223,22,4,3,12,464,725,0,1,1,0,0,725
1784,11,6,21,6,6-48,1615,B-C,U,152,136,10,2,1,5,306,450,0,0,1,0,0,450
1785,11,6,21,6,6-48,1615,B-C,U,145,125,7,5,2,7,291,450,0,0,1,0,0,450
1786,11,6,21,6,6-47,1616,B-C,U,152,150,6,2,4,10,324,471,0,0,1,0,0,471
1787,11,6,21,6,6-47,1616,B-C,U,145,153,17,5,0,10,330,470,0,0,1,0,0,470
1788,11,6,21,6,6-47,1617,B-C,U,222,225,15,5,3,13,483,732,1,0,1,0,0,732
1789,11,6,21,6,6-47,1617,B-C,U,219,210,17,4,4,23,477,732,1,0,1,0,0,732
1790,11,6,6,6,6-52,1622,B-C,U,194,197,13,2,2,10,418,717,0,0,1,0,0,717
1791,11,6,6,6,6-71,1623,B-C,U,222,152,7,1,2,15,399,638,1,0,1,0,0,638
1792,11,6,6,6,6-71,1623,B-C,U,205,168,10,4,3,7,397,637,1,0,1,0,0,637
1793,11,6,6,6,6-71,1624,B-C,U,159,136,0,11,0,0,306,484,0,0,1,0,0,484
1794,11,6,6,6,6-71,1624,B-C,U,141,128,6,5,5,13,298,484,0,0,1,0,0,484
1795,11,6,6,6,6-73,1625,B-C,U,156,147,8,2,3,13,329,588,1,0,1,0,0,588
1796,11,6,6,6,6-73,1625,B-C,U,154,142,13,4,0,8,321,587,1,0,1,0,0,587
1797,11,6,6,6,6-74,1626,B-C,U,190,230,5,2,1,11,439,708,1,0,1,0,0,708
1798,11,6,6,6,6-74,1626,B-C,U,167,232,17,5,2,19,442,708,1,0,1,0,0,708
1799,11,6,6,6,6-74,1626,B-C,U,205,208,3,1,2,14,433,707,1,0,1,0,0,707
1800,5,6,6,6,6-83,1627,B-C,U,175,146,13,7,1,14,356,678,1,0,1,0,0,678
1801,5,6,6,6,6-83,1627,B-C,U,188,142,14,7,2,25,378,677,1,0,1,0,0,677
1802,5,6,6,6,6-83,1627,B-C,U,168,167,10,4,1,10,360,677,1,0,1,0,0,677
1803,5,6,6,6,6-83,1627,B-C,U,175,171,12,2,0,13,373,677,1,0,1,0,0,677
1804,11,6,6,6,6-71,1628,B-C,U,141,125,7,4,0,3,280,541,1,0,1,0,0,541
1805,11,6,6,6,6-71,1628,B-C,U,172,129,4,1,1,8,315,540,1,0,1,0,0,540
1806,11,6,6,6,6-51,1629,B-C,U,195,164,7,4,4,11,385,666,1,0,1,0,0,666
1807,11,6,6,6,6-51,1629,B-C,U,194,142,9,0,3,34,382,665,1,0,1,0,0,665
1808,11,6,6,6,6-51,1629,B-C,U,211,164,10,2,2,11,400,665,1,0,1,0,0,665
1809,11,6,6,6,6-53,1636,B-C,U,122,125,3,2,2,4,258,485,0,0,1,0,0,485
1810,11,6,6,6,6-53,1636,B-C,U,150,112,2,1,4,0,269,485,0,0,1,0,0,485
1811,11,6,6,6,6-53,1637,B-C,U,192,176,4,1,2,15,390,611,1,0,1,0,0,611
1812,11,6,6,6,6-53,1637,B-C,U,205,139,6,4,5,12,371,611,1,0,1,0,0,611
1813,11,6,6,6,6-53,1638,B-C,U,181,106,5,4,0,6,302,496,0,0,1,0,0,496
1814,11,6,6,6,6-53,1638,B-C,U,198,81,4,3,1,7,294,495,0,0,1,0,0,495
1815,11,6,6,6,6-73,1639,B-C,U,230,126,5,2,2,15,380,622,1,0,1,0,0,622
1816,11,6,6,6,6-73,1639,B-C,U,242,125,4,2,2,9,384,621,1,0,1,0,0,621
1817,5,6,6,6,6-85,1640,B-C,U,131,89,10,5,3,19,257,663,1,0,1,0,0,663
1818,5,6,6,6,6-85,1640,B-C,U,177,87,12,10,0,0,286,662,1,0,1,0,0,662
1819,5,6,6,6,6-11,1648,B-C,R,137,175,9,2,0,9,332,529,0,0,1,0,1,529
1820,11,6,6,6,6-77,1649,B-C,U,216,127,7,3,0,9,362,635,1,0,1,0,0,635
1821,11,6,6,6,6-77,1649,B-C,U,233,120,0,2,0,7,362,635,1,0,1,0,0,635
1822,11,6,6,6,6-77,1649,B-C,U,230,126,4,0,0,6,366,635,1,0,1,0,0,635
1823,11,6,6,6,6-78,1650,B-C,U,226,101,5,2,0,7,341,570,1,0,1,0,0,570
1824,11,6,6,6,6-78,1650,B-C,U,216,96,4,1,8,11,336,570,1,0,1,0,0,570
1825,11,6,6,6,6-78,1650,B-C,U,214,110,4,2,0,6,336,570,1,0,1,0,0,570
1826,11,6,6,6,6-14,1651,B-C,M,188,175,5,1,1,10,380,707,1,0,1,0,0,707
1827,11,6,6,6,6-14,1651,B-C,M,195,188,10,5,0,10,408,706,1,0,1,0,0,706
1828,11,6,6,6,6-14,1651,B-C,M,215,143,11,5,4,14,392,706,1,0,1,0,0,706
1829,11,6,6,6,6-15,1655,B-C,R,215,119,8,1,0,12,355,542,1,0,1,0,1,542
1830,11,6,6,6,6-15,1655,B-C,R,197,118,10,2,1,9,337,542,1,0,1,0,1,542
1831,11,6,6,6,6-15,1655,B-C,R,170,114,5,0,0,13,302,542,1,0,1,0,1,542
1832,11,6,6,6,6-12,1656,B-C,R,142,117,1,1,1,9,271,443,0,0,1,0,1,443
1833,11,6,6,6,6-12,1656,B-C,R,140,121,4,1,0,8,274,442,0,0,1,0,1,442
1834,11,6,6,6,6-12,1657,B-C,R,254,162,2,1,1,4,424,698,1,0,1,0,1,698
1835,11,6,6,6,6-12,1657,B-C,R,207,180,4,1,2,9,403,697,1,0,1,0,1,697
1836,11,6,6,6,6-16,1658,B-C,R,233,140,2,1,1,13,390,673,1,0,1,0,1,673
1837,11,6,6,6,6-16,1658,B-C,R,194,129,9,7,3,17,359,673,1,0,1,0,1,673
1838,11,6,6,6,6-16,1658,B-C,R,131,132,2,4,1,20,290,672,1,0,1,0,1,672
1839,11,6,6,6,6-17,1658,B-C,R,199,121,5,2,2,15,344,672,1,0,1,0,1,672
1840,11,6,6,6,6-17,1658,B-C,R,218,131,5,3,1,18,376,672,1,0,1,0,1,672
1841,11,6,6,6,6-17,1658,B-C,R,211,154,5,2,2,12,386,672,1,0,1,0,1,672
1842,11,6,6,6,6-13,1663,B-C,R,166,204,2,0,0,11,383,585,1,0,1,0,1,585
1843,11,6,6,6,6-13,1663,B-C,R,99,269,1,1,0,16,386,585,1,0,1,0,1,585
1844,11,6,6,6,6-13,1663,B-C,R,121,231,0,0,2,13,367,585,1,0,1,0,1,585
1845,11,6,6,6,6-9,1665,B-C,R,176,121,9,1,3,8,318,614,1,0,1,0,1,614
1846,11,6,6,6,6-9,1665,B-C,R,223,128,1,1,2,9,364,614,1,0,1,0,1,614
1847,11,6,6,6,6-9,1665,B-C,R,200,130,7,1,3,10,351,614,1,0,1,0,1,614
1848,11,6,6,6,6-9,1665,B-C,R,209,129,18,2,4,17,379,613,1,0,1,0,1,613
1849,11,6,6,6,6-50,1672,B-C,U,174,172,7,2,4,6,365,685,1,0,1,0,0,685
1850,11,6,6,6,6-50,1672,B-C,U,199,166,4,2,3,13,387,684,1,0,1,0,0,684
1851,11,6,6,6,6-50,1672,B-C,U,193,177,8,7,1,10,396,684,1,0,1,0,0,684
1852,11,6,6,6,6-71,1673,B-C,U,144,123,6,5,0,7,285,480,0,0,1,0,0,480
1853,11,6,6,6,6-71,1673,B-C,U,144,124,6,4,3,11,292,479,0,0,1,0,0,479
1854,6,3,7,7,3-41,1344,B-C,U,161,195,1,2,1,22,382,643,1,0,1,0,0,643
1855,6,3,7,7,3-41,1344,B-C,U,187,199,4,3,3,7,403,643,1,0,1,0,0,643
1856,6,3,7,7,3-41,1345,B-C,U,166,143,6,1,0,4,320,512,1,0,1,0,0,512
1857,6,3,7,7,3-41,1345,B-C,U,150,153,3,2,1,5,314,512,1,0,1,0,0,512
1858,6,3,7,7,3-40,1346,B-C,U,156,119,6,5,0,6,292,513,1,0,1,0,0,513
1859,6,3,7,7,3-40,1346,B-C,U,134,160,5,4,2,4,309,513,1,0,1,0,0,513
1860,3,3,7,7,3-48,1358,B-C,U,152,133,10,12,3,13,323,487,0,0,1,0,0,487
1861,3,3,7,7,3-48,1358,B-C,U,125,163,6,6,0,6,306,486,0,0,1,0,0,486
1862,3,3,7,7,3-47,1359,B-C,U,137,147,7,4,4,0,299,495,0,0,1,0,0,495
1863,3,3,7,7,3-47,1359,B-C,U,124,170,8,7,2,8,319,494,0,0,1,0,0,494
1864,6,3,7,7,3-42,1365,B-C,U,179,207,15,2,2,12,417,653,1,0,1,0,0,653
1865,6,3,7,7,3-42,1365,B-C,U,186,195,11,1,0,4,397,653,1,0,1,0,0,653
1866,6,3,7,7,3-42,1365,B-C,U,178,219,24,1,1,4,427,653,1,0,1,0,0,653
1867,6,3,7,7,3-42,1365,B-C,U,167,193,7,5,0,13,385,653,1,0,1,0,0,653
1868,6,3,7,7,3-42,1365,B-C,U,180,207,9,3,2,7,408,653,1,0,1,0,0,653
1869,6,3,7,7,3-42,1365,B-C,U,188,216,12,6,5,10,437,653,1,0,1,0,0,653
1870,6,3,7,7,3-42,1365,B-C,U,174,215,12,4,5,6,416,653,1,0,1,0,0,653
1871,6,3,7,7,3-41,1366,B-C,U,136,171,2,2,1,6,318,585,1,0,1,0,0,585
1872,6,3,7,7,3-41,1366,B-C,U,155,194,4,1,2,10,366,585,1,0,1,0,0,585
1873,6,3,7,7,3-40,1368,B-C,U,155,110,8,3,2,8,286,452,0,0,1,0,0,452
1874,6,3,7,7,3-40,1368,B-C,U,138,149,4,3,1,9,304,451,0,0,1,0,0,451
1875,6,3,7,7,3-43,1369,B-C,U,162,140,8,1,1,8,320,530,1,0,1,0,0,530
1876,6,3,7,7,3-43,1369,B-C,U,158,139,4,2,0,9,312,530,1,0,1,0,0,530
1877,6,3,7,7,3-43,1369,B-C,U,129,152,13,3,0,5,302,529,1,0,1,0,0,529
1878,6,3,7,7,3-44,1370,B-C,U,160,149,8,2,0,13,332,513,1,0,1,0,0,513
1879,6,3,7,7,3-44,1370,B-C,U,154,161,6,1,1,9,332,513,1,0,1,0,0,513
1880,6,3,7,7,3-44,1370,B-C,U,157,161,8,3,5,11,345,513,1,0,1,0,0,513
1881,3,3,7,7,3-45,1371,B-C,U,96,149,5,1,0,8,259,387,0,0,1,0,0,387
1882,3,3,7,7,3-45,1371,B-C,U,108,119,8,2,1,2,240,387,0,0,1,0,0,387
1883,3,3,7,7,3-45,1372,B-C,U,192,219,12,2,3,11,439,682,1,0,1,0,0,682
1884,3,3,7,7,3-45,1372,B-C,U,204,196,4,3,1,9,417,681,1,0,1,0,0,681
1885,3,3,7,7,3-46,1373,B-C,U,116,136,5,2,0,0,259,398,0,0,1,0,0,398
1886,3,3,7,7,3-46,1373,B-C,U,108,121,2,3,0,10,244,397,0,0,1,0,0,397
1887,3,3,7,7,3-48,1374,B-C,U,124,158,8,1,2,12,305,483,0,0,1,0,0,483
1888,3,3,7,7,3-48,1374,B-C,U,118,181,7,3,3,12,324,482,0,0,1,0,0,482
1889,3,3,7,7,3-47,1375,B-C,U,191,213,2,2,0,18,426,687,0,0,1,0,0,687
1890,3,3,7,7,3-48,1376,B-C,U,184,187,13,1,1,5,391,646,0,0,1,0,0,646
1891,3,3,7,7,3-49,1377,B-C,U,213,226,14,2,0,10,465,696,0,0,1,0,0,696
1892,3,3,7,7,3-46,1378,B-C,U,199,223,11,2,5,17,457,724,0,0,1,0,0,724
1893,3,3,7,7,3-46,1379,B-C,U,102,175,3,2,3,8,293,431,0,0,1,0,0,431
1894,3,3,7,7,3-46,1379,B-C,U,101,150,9,1,1,6,268,431,0,0,1,0,0,431
1895,6,3,7,7,3-50,1380,B-C,U,128,136,0,1,0,10,275,407,0,0,1,0,0,407
1896,6,3,7,7,3-50,1381,B-C,U,162,113,6,0,1,8,290,478,0,0,1,0,0,478
1897,6,3,7,7,3-50,1382,B-C,U,153,121,4,0,0,15,293,497,0,0,1,0,0,497
1898,6,3,7,7,3-50,1382,B-C,U,155,126,6,4,1,14,306,497,0,0,1,0,0,497
1899,6,3,7,7,3-50,1383,B-C,U,162,237,9,2,0,2,412,614,0,0,1,0,0,614
1900,6,3,7,7,3-50,1384,B-C,U,176,266,28,5,0,19,494,729,0,0,1,0,0,729
1901,6,3,7,7,3-45,1385,B-C,U,137,152,5,2,0,0,296,501,1,0,1,0,0,501
1902,6,3,7,7,3-45,1385,B-C,U,108,154,5,5,2,6,280,501,1,0,1,0,0,501
1903,6,3,7,7,3-45,1385,B-C,U,130,194,2,3,1,10,340,500,1,0,1,0,0,500
1904,6,3,7,7,3-51,1386,B-C,U,137,116,12,3,1,12,281,463,0,0,1,0,0,463
1905,6,3,7,7,3-51,1386,B-C,U,102,152,7,2,2,6,271,463,0,0,1,0,0,463
1906,6,3,7,7,3-51,1387,B-C,U,137,128,15,4,1,15,300,512,1,0,1,0,0,512
1907,6,3,7,7,3-51,1387,B-C,U,167,186,13,2,0,11,379,512,1,0,1,0,0,512
1908,6,3,7,7,3-51,1387,B-C,U,135,134,13,1,4,9,296,511,1,0,1,0,0,511
1909,6,3,7,7,3-52,1388,B-C,U,215,179,6,2,0,13,415,653,1,0,1,0,0,653
1910,6,3,7,7,3-52,1388,B-C,U,218,177,7,1,4,7,414,653,1,0,1,0,0,653
1911,6,3,7,7,3-42,1389,B-C,U,178,198,11,4,3,8,402,643,1,0,1,0,0,643
1912,6,3,7,7,3-42,1389,B-C,U,175,187,8,7,0,9,386,643,1,0,1,0,0,643
1913,6,3,7,7,3-52,1394,B-C,U,172,285,13,6,6,20,502,667,1,0,1,0,0,667
1914,6,3,7,7,3-52,1394,B-C,U,159,288,18,1,5,11,482,666,1,0,1,0,0,666
1915,6,3,7,7,3-52,1395,B-C,U,234,189,11,4,2,10,450,705,1,0,1,0,0,705
1916,6,3,7,7,3-52,1395,B-C,U,204,209,11,1,3,14,442,705,1,0,1,0,0,705
1917,6,3,7,7,3-53,1396,B-C,U,192,175,9,4,2,6,388,648,1,0,1,0,0,648
1918,6,3,7,7,3-53,1396,B-C,U,191,174,2,3,0,7,377,647,1,0,1,0,0,647
1919,6,3,7,7,3-53,1396,B-C,U,184,177,9,3,0,6,379,647,1,0,1,0,0,647
1920,6,3,7,7,3-51,1397,B-C,U,174,224,9,2,4,17,430,679,1,0,1,0,0,679
1921,6,3,7,7,3-51,1397,B-C,U,180,195,8,4,2,9,398,678,1,0,1,0,0,678
1922,6,3,7,7,3-49,1398,B-C,U,139,208,6,1,1,6,361,529,1,0,1,0,0,529
1923,6,3,7,7,3-49,1398,B-C,U,107,203,4,5,1,15,335,529,1,0,1,0,0,529
1924,6,3,7,7,3-49,1403,B-C,U,121,114,8,3,1,8,255,441,0,0,1,0,0,441
1925,6,3,7,7,3-49,1404,B-C,U,104,88,1,1,1,5,200,379,0,0,1,0,0,379
1926,6,3,7,7,3-49,1404,B-C,U,112,113,5,1,0,5,236,378,0,0,1,0,0,378
1927,6,3,7,7,3-56,1405,B-C,U,140,86,4,1,1,6,238,387,0,0,1,0,0,387
1928,6,3,7,7,3-56,1405,B-C,U,112,120,1,0,1,4,238,387,0,0,1,0,0,387
1929,6,3,7,7,3-56,1406,B-C,U,151,147,3,1,1,12,315,454,0,0,1,0,0,454
1930,6,3,7,7,3-57,1407,B-C,U,204,222,12,9,1,15,463,696,0,0,1,0,0,696
1931,6,3,7,7,3-57,1408,B-C,U,126,149,3,3,0,20,301,491,0,0,1,0,0,491
1932,6,3,7,7,3-57,1408,B-C,U,122,174,9,2,1,7,315,491,0,0,1,0,0,491
1933,6,3,7,7,3-58,1409,B-C,U,168,186,8,3,1,9,375,607,1,0,1,0,0,607
1934,6,3,7,7,3-58,1409,B-C,U,166,208,3,4,4,10,395,606,1,0,1,0,0,606
1935,6,3,7,7,3-58,1410,B-C,U,114,147,10,4,0,5,280,480,0,0,1,0,0,480
1936,6,3,7,7,3-58,1410,B-C,U,143,125,4,3,2,7,284,480,0,0,1,0,0,480
1937,6,3,7,7,3-53,1411,B-C,U,173,138,12,2,2,4,331,590,1,0,1,0,0,590
1938,6,3,7,7,3-53,1411,B-C,U,178,157,6,4,1,8,354,589,1,0,1,0,0,589
1939,6,3,4,7,3-54,1412,B-C,U,129,168,5,8,3,13,326,508,1,0,1,0,0,508
1940,6,3,4,7,3-54,1412,B-C,U,147,176,5,3,1,7,339,508,1,0,1,0,0,508
1941,6,3,4,7,3-64,1413,B-C,U,131,150,6,1,1,7,296,493,0,0,1,0,0,493
1942,6,3,4,7,3-64,1413,B-C,U,137,163,7,3,1,6,317,492,0,0,1,0,0,492
1943,6,3,7,7,3-62,1414,B-C,U,191,194,16,3,3,13,420,657,1,0,1,0,0,657
1944,6,3,7,7,3-62,1414,B-C,U,148,245,8,7,1,4,413,657,1,0,1,0,0,657
1945,6,3,7,7,3-62,1414,B-C,U,166,205,7,3,4,12,397,656,1,0,1,0,0,656
1946,6,3,7,7,3-62,1414,B-C,U,179,198,10,2,0,7,396,656,1,0,1,0,0,656
1947,6,3,7,7,3-59,1415,B-C,U,218,224,9,2,5,13,471,663,1,0,1,0,0,663
1948,6,3,7,7,3-59,1415,B-C,U,192,241,14,2,4,7,460,663,1,0,1,0,0,663
1949,6,3,7,7,3-59,1415,B-C,U,207,203,10,2,3,12,437,663,1,0,1,0,0,663
1950,6,3,7,7,3-58,1416,B-C,U,173,143,21,0,0,7,344,553,1,0,1,0,0,553
1951,6,3,7,7,3-58,1416,B-C,U,177,138,4,2,1,13,335,552,1,0,1,0,0,552
1952,6,3,7,7,3-58,1416,S,U,55,63,6,2,1,3,130,0,1,0,1,0,0,130
1953,6,3,7,7,3-57,1417,B-C,U,127,117,7,3,0,11,265,403,0,0,1,0,0,403
1954,6,3,7,7,3-57,1417,B-C,U,122,128,4,1,2,1,258,403,0,0,1,0,0,403
1955,6,3,7,7,3-57,1418,B-C,U,124,118,6,2,2,5,257,378,0,0,1,0,0,378
1956,6,3,7,7,3-57,1418,B-C,U,105,136,8,2,0,8,259,377,0,0,1,0,0,377
1957,6,3,7,7,3-56,1419,B-C,U,153,107,5,2,2,9,278,406,0,0,1,0,0,406
1958,6,3,7,7,3-56,1420,B-C,U,177,136,1,2,1,16,333,575,0,0,1,0,0,575
1959,6,3,7,7,3-56,1429,B-C,U,155,120,6,2,1,8,292,467,0,0,1,0,0,467
1960,6,3,7,7,3-60,1430,B-C,U,126,226,10,4,3,11,380,596,0,0,1,0,0,596
1961,6,3,7,7,3-60,1431,B-C,U,129,124,8,2,2,8,273,373,0,0,1,0,0,373
1962,6,3,7,7,3-60,1432,B-C,U,122,153,10,2,0,1,288,448,0,0,1,0,0,448
1963,6,3,7,7,3-61,1433,B-C,U,161,168,8,1,3,13,354,540,0,0,1,0,0,540
1964,6,3,7,7,3-61,1434,B-C,U,159,143,9,2,0,18,331,498,0,0,1,0,0,498
1965,6,3,7,7,3-61,1435,B-C,U,197,132,12,4,3,6,354,677,0,0,1,0,0,677
1966,6,3,21,7,3-65,1436,B-C,U,171,126,7,4,3,7,318,535,1,0,1,0,0,535
